1363	201611	30	87500	86800	215424	11549	88600
1364	201611	31	87500	86800	215424	11549	88600
1365	201611	32	87500	86800	215424	11549	88600
1366	201611	33	87500	86800	215424	11549	88600
1367	201611	34	87500	86800	215424	11549	88600
1368	201611	35	87600	86800	215424	11549	88600
1369	201611	36	87600	86800	215424	11549	88600
1370	201611	37	87600	86800	215424	11549	88600
1371	201611	38	87600	86800	215424	11549	88600
1372	201611	39	87700	86800	215424	11549	88600
1373	201611	40	87700	86800	215424	11549	88600
1374	201611	41	87700	86800	215424	11549	88600
1375	201611	42	87700	86800	215424	11549	88600
1376	201611	43	87700	86800	215424	11549	88600
1377	201611	44	87700	86800	215424	11549	88600
1378	201611	45	87700	86800	215424	11549	88600
1379	201611	46	87700	86800	215424	11549	88600
1380	201611	47	87700	86800	215424	11549	88600
1381	201611	48	87800	86800	215424	11549	88600
1382	201611	49	87800	86800	215424	11549	88600
1383	201611	50	88000	86800	215424	11549	88600
1384	201611	51	88000	86800	215424	11549	88600
1385	201611	52	88100	86800	215424	11549	88600
1386	201611	53	88100	86800	215424	11549	88600
1387	201611	54	88200	86800	215424	11549	88600
1388	201611	55	88300	86800	215424	11549	88600
1389	201611	56	88400	86800	215424	11549	88600
1390	201611	57	88500	86800	215424	11549	88600
1391	201611	58	88500	86800	215424	11549	88600
1392	201611	59	88600	86800	215424	11549	88600
1238	201610	30	87400	86800	213212	11621	88300
1239	201610	31	87400	86800	213212	11621	88300
1240	201610	32	87400	86800	213212	11621	88300
1241	201610	33	87400	86800	213212	11621	88300
1242	201610	34	87400	86800	213212	11621	88300
1243	201610	35	87500	86800	213212	11621	88300
1244	201610	36	87500	86800	213212	11621	88300
1245	201610	37	87500	86800	213212	11621	88300
1246	201610	38	87500	86800	213212	11621	88300
1247	201610	39	87500	86800	213212	11621	88300
1248	201610	40	87500	86800	213212	11621	88300
1249	201610	41	87500	86800	213212	11621	88300
1250	201610	42	87500	86800	213212	11621	88300
1251	201610	43	87600	86800	213212	11621	88300
1252	201610	44	87700	86800	213212	11621	88300
1253	201610	45	87700	86800	213212	11621	88300
1254	201610	46	87900	86800	213212	11621	88300
1255	201610	47	87900	86800	213212	11621	88300
1256	201610	48	88000	86800	213212	11621	88300
1257	201610	49	88000	86800	213212	11621	88300
1258	201610	50	88000	86800	213212	11621	88300
1259	201610	51	88000	86800	213212	11621	88300
1260	201610	52	88000	86800	213212	11621	88300
1261	201610	53	88000	86800	213212	11621	88300
1262	201610	54	88000	86800	213212	11621	88300
1263	201610	55	88100	86800	213212	11621	88300
1264	201610	56	88100	86800	213212	11621	88300
1265	201610	57	88100	86800	213212	11621	88300
1266	201610	58	88100	86800	213212	11621	88300
1267	201610	59	88200	86800	213212	11621	88300
1113	201609	30	85400	84800	229544	12889	86500
1114	201609	31	85400	84800	229544	12889	86500
1115	201609	32	85400	84800	229544	12889	86500
1116	201609	33	85400	84800	229544	12889	86500
1117	201609	34	85400	84800	229544	12889	86500
1118	201609	35	85400	84800	229544	12889	86500
1119	201609	36	85400	84800	229544	12889	86500
1120	201609	37	85400	84800	229544	12889	86500
1121	201609	38	85400	84800	229544	12889	86500
1122	201609	39	85400	84800	229544	12889	86500
1123	201609	40	85400	84800	229544	12889	86500
1124	201609	41	85400	84800	229544	12889	86500
1125	201609	42	85400	84800	229544	12889	86500
1126	201609	43	85400	84800	229544	12889	86500
1127	201609	44	85500	84800	229544	12889	86500
1128	201609	45	85600	84800	229544	12889	86500
1129	201609	46	85700	84800	229544	12889	86500
1130	201609	47	85700	84800	229544	12889	86500
1131	201609	48	85900	84800	229544	12889	86500
1132	201609	49	85900	84800	229544	12889	86500
1133	201609	50	85900	84800	229544	12889	86500
1134	201609	51	85900	84800	229544	12889	86500
1135	201609	52	86000	84800	229544	12889	86500
1136	201609	53	86000	84800	229544	12889	86500
1137	201609	54	86000	84800	229544	12889	86500
1138	201609	55	86000	84800	229544	12889	86500
1139	201609	56	86100	84800	229544	12889	86500
1140	201609	57	86200	84800	229544	12889	86500
1141	201609	58	86200	84800	229544	12889	86500
1142	201609	59	86300	84800	229544	12889	86500
988	201608	30	85700	84800	251188	11549	86900
989	201608	31	85700	84800	251188	11549	86900
990	201608	32	85700	84800	251188	11549	86900
991	201608	33	85700	84800	251188	11549	86900
992	201608	34	85700	84800	251188	11549	86900
993	201608	35	85700	84800	251188	11549	86900
994	201608	36	85700	84800	251188	11549	86900
995	201608	37	85700	84800	251188	11549	86900
996	201608	38	85700	84800	251188	11549	86900
997	201608	39	85700	84800	251188	11549	86900
998	201608	40	85700	84800	251188	11549	86900
999	201608	41	85800	84800	251188	11549	86900
1000	201608	42	85800	84800	251188	11549	86900
1001	201608	43	85900	84800	251188	11549	86900
1002	201608	44	86000	84800	251188	11549	86900
1003	201608	45	86000	84800	251188	11549	86900
1004	201608	46	86100	84800	251188	11549	86900
1005	201608	47	86200	84800	251188	11549	86900
1006	201608	48	86200	84800	251188	11549	86900
1007	201608	49	86200	84800	251188	11549	86900
1008	201608	50	86300	84800	251188	11549	86900
1009	201608	51	86300	84800	251188	11549	86900
1010	201608	52	86300	84800	251188	11549	86900
1011	201608	53	86300	84800	251188	11549	86900
1012	201608	54	86400	84800	251188	11549	86900
1013	201608	55	86400	84800	251188	11549	86900
1014	201608	56	86500	84800	251188	11549	86900
1015	201608	57	86600	84800	251188	11549	86900
1016	201608	58	86700	84800	251188	11549	86900
1017	201608	59	86800	84800	251188	11549	86900
863	201607	30	85700	84800	240750	11475	87200
864	201607	31	85700	84800	240750	11475	87200
865	201607	32	85800	84800	240750	11475	87200
866	201607	33	85800	84800	240750	11475	87200
867	201607	34	85800	84800	240750	11475	87200
868	201607	35	85900	84800	240750	11475	87200
869	201607	36	85900	84800	240750	11475	87200
870	201607	37	86000	84800	240750	11475	87200
871	201607	38	86000	84800	240750	11475	87200
872	201607	39	86000	84800	240750	11475	87200
873	201607	40	86100	84800	240750	11475	87200
874	201607	41	86100	84800	240750	11475	87200
875	201607	42	86200	84800	240750	11475	87200
876	201607	43	86300	84800	240750	11475	87200
877	201607	44	86300	84800	240750	11475	87200
878	201607	45	86300	84800	240750	11475	87200
879	201607	46	86400	84800	240750	11475	87200
880	201607	47	86500	84800	240750	11475	87200
881	201607	48	86500	84800	240750	11475	87200
882	201607	49	86600	84800	240750	11475	87200
883	201607	50	86600	84800	240750	11475	87200
884	201607	51	86600	84800	240750	11475	87200
885	201607	52	86700	84800	240750	11475	87200
886	201607	53	86800	84800	240750	11475	87200
887	201607	54	86900	84800	240750	11475	87200
888	201607	55	86900	84800	240750	11475	87200
889	201607	56	87000	84800	240750	11475	87200
890	201607	57	87100	84800	240750	11475	87200
891	201607	58	87100	84800	240750	11475	87200
892	201607	59	87200	84800	240750	11475	87200
738	201606	30	83800	82800	275438	11546	84400
739	201606	31	83800	82800	275438	11546	84400
740	201606	32	83800	82800	275438	11546	84400
741	201606	33	83800	82800	275438	11546	84400
742	201606	34	83900	82800	275438	11546	84400
743	201606	35	83900	82800	275438	11546	84400
744	201606	36	84000	82800	275438	11546	84400
745	201606	37	84000	82800	275438	11546	84400
746	201606	38	84000	82800	275438	11546	84400
747	201606	39	84000	82800	275438	11546	84400
748	201606	40	84000	82800	275438	11546	84400
749	201606	41	84000	82800	275438	11546	84400
750	201606	42	84000	82800	275438	11546	84400
751	201606	43	84100	82800	275438	11546	84400
752	201606	44	84100	82800	275438	11546	84400
753	201606	45	84100	82800	275438	11546	84400
754	201606	46	84100	82800	275438	11546	84400
755	201606	47	84100	82800	275438	11546	84400
756	201606	48	84100	82800	275438	11546	84400
757	201606	49	84100	82800	275438	11546	84400
758	201606	50	84100	82800	275438	11546	84400
759	201606	51	84100	82800	275438	11546	84400
760	201606	52	84100	82800	275438	11546	84400
761	201606	53	84200	82800	275438	11546	84400
762	201606	54	84200	82800	275438	11546	84400
763	201606	55	84200	82800	275438	11546	84400
764	201606	56	84300	82800	275438	11546	84400
765	201606	57	84300	82800	275438	11546	84400
766	201606	58	84300	82800	275438	11546	84400
767	201606	59	84300	82800	275438	11546	84400
610	201605	30	84000	82800	277889	11598	85000
611	201605	31	84000	82800	277889	11598	85000
612	201605	32	84000	82800	277889	11598	85000
613	201605	33	84000	82800	277889	11598	85000
614	201605	34	84000	82800	277889	11598	85000
615	201605	35	84000	82800	277889	11598	85000
616	201605	36	84000	82800	277889	11598	85000
617	201605	37	84000	82800	277889	11598	85000
618	201605	38	84000	82800	277889	11598	85000
619	201605	39	84000	82800	277889	11598	85000
620	201605	40	84000	82800	277889	11598	85000
621	201605	41	84000	82800	277889	11598	85000
622	201605	42	84000	82800	277889	11598	85000
623	201605	43	84000	82800	277889	11598	85000
624	201605	44	84100	82800	277889	11598	85000
625	201605	45	84100	82800	277889	11598	85000
626	201605	46	84200	82800	277889	11598	85000
627	201605	47	84300	82800	277889	11598	85000
628	201605	48	84300	82800	277889	11598	85000
629	201605	49	84300	82800	277889	11598	85000
630	201605	50	84400	82800	277889	11598	85000
631	201605	51	84400	82800	277889	11598	85000
632	201605	52	84400	82800	277889	11598	85000
633	201605	53	84500	82800	277889	11598	85000
634	201605	54	84500	82800	277889	11598	85000
635	201605	55	84600	82800	277889	11598	85000
636	201605	56	84700	82800	277889	11598	85000
637	201605	57	84800	82800	277889	11598	85000
638	201605	58	84900	82800	277889	11598	85000
639	201605	59	84900	82800	277889	11598	85000
482	201604	30	84000	82800	256897	11829	85100
483	201604	31	84000	82800	256897	11829	85100
484	201604	32	84000	82800	256897	11829	85100
485	201604	33	84000	82800	256897	11829	85100
486	201604	34	84000	82800	256897	11829	85100
487	201604	35	84000	82800	256897	11829	85100
488	201604	36	84000	82800	256897	11829	85100
489	201604	37	84000	82800	256897	11829	85100
490	201604	38	84000	82800	256897	11829	85100
491	201604	39	84100	82800	256897	11829	85100
492	201604	40	84100	82800	256897	11829	85100
493	201604	41	84200	82800	256897	11829	85100
494	201604	42	84200	82800	256897	11829	85100
495	201604	43	84300	82800	256897	11829	85100
496	201604	44	84300	82800	256897	11829	85100
497	201604	45	84300	82800	256897	11829	85100
498	201604	46	84300	82800	256897	11829	85100
499	201604	47	84400	82800	256897	11829	85100
500	201604	48	84400	82800	256897	11829	85100
501	201604	49	84400	82800	256897	11829	85100
502	201604	50	84500	82800	256897	11829	85100
503	201604	51	84500	82800	256897	11829	85100
504	201604	52	84500	82800	256897	11829	85100
505	201604	53	84600	82800	256897	11829	85100
506	201604	54	84600	82800	256897	11829	85100
507	201604	55	84700	82800	256897	11829	85100
508	201604	56	84800	82800	256897	11829	85100
509	201604	57	84800	82800	256897	11829	85100
510	201604	58	84900	82800	256897	11829	85100
511	201604	59	85000	82800	256897	11829	85100
354	201603	30	81800	80600	221109	8310	83100
355	201603	31	81900	80600	221109	8310	83100
356	201603	32	81900	80600	221109	8310	83100
357	201603	33	82000	80600	221109	8310	83100
358	201603	34	82000	80600	221109	8310	83100
359	201603	35	82100	80600	221109	8310	83100
360	201603	36	82100	80600	221109	8310	83100
361	201603	37	82100	80600	221109	8310	83100
362	201603	38	82100	80600	221109	8310	83100
363	201603	39	82100	80600	221109	8310	83100
364	201603	40	82100	80600	221109	8310	83100
365	201603	41	82100	80600	221109	8310	83100
366	201603	42	82200	80600	221109	8310	83100
367	201603	43	82200	80600	221109	8310	83100
368	201603	44	82200	80600	221109	8310	83100
369	201603	45	82300	80600	221109	8310	83100
370	201603	46	82400	80600	221109	8310	83100
371	201603	47	82400	80600	221109	8310	83100
372	201603	48	82500	80600	221109	8310	83100
373	201603	49	82500	80600	221109	8310	83100
374	201603	50	82600	80600	221109	8310	83100
375	201603	51	82700	80600	221109	8310	83100
376	201603	52	82800	80600	221109	8310	83100
